time_s,n_citric_g,x_piston_cm,v_piston_cm_s,s_vehicle_m,v_vehicle_cm_s,n_co2_gas_mol,n_co2_dissolved_mol,P_reactor_bar,n_air_mol
8.789550,239.608449,15.000000,0.000000,0.000000,0.000000,0.05295988,0.01449770,0.4781,0.00000000
8.794550,239.606647,15.000000,0.000000,0.000000,0.000000,0.05298803,0.01450762,0.4783,0.00000000
8.799550,239.604844,15.000000,0.000000,0.000000,0.000000,0.05301617,0.01451754,0.4786,0.00000000
8.804550,239.603042,15.000000,0.000000,0.000000,0.000000,0.05304431,0.01452746,0.4788,0.00000000
8.809550,239.601240,15.000000,0.000000,0.000000,0.000000,0.05307245,0.01453738,0.4791,0.00000000
8.814550,239.599438,15.000000,0.000000,0.000000,0.000000,0.05310059,0.01454730,0.4793,0.00000000
8.819550,239.597636,15.000000,0.000000,0.000000,0.000000,0.05312873,0.01455722,0.4796,0.00000000
8.824550,239.595835,15.000000,0.000000,0.000000,0.000000,0.05315686,0.01456714,0.4798,0.00000000
8.829550,239.594033,15.000000,0.000000,0.000000,0.000000,0.05318499,0.01457706,0.4801,0.00000000
8.834550,239.592232,15.000000,0.000000,0.000000,0.000000,0.05321312,0.01458698,0.4803,0.00000000
8.839550,239.590431,15.000000,0.000000,0.000000,0.000000,0.05324124,0.01459690,0.4806,0.00000000
8.844550,239.588630,15.000000,0.000000,0.000000,0.000000,0.05326937,0.01460682,0.4809,0.00000000
8.849550,239.586829,15.000000,0.000000,0.000000,0.000000,0.05329749,0.01461674,0.4811,0.00000000
8.854550,239.585028,15.000000,0.000000,0.000000,0.000000,0.05332561,0.01462666,0.4814,0.00000000
8.859550,239.583228,15.000000,0.000000,0.000000,0.000000,0.05335372,0.01463658,0.4816,0.00000000
8.864550,239.581427,15.000000,0.000000,0.000000,0.000000,0.05338184,0.01464649,0.4819,0.00000000
8.869550,239.579627,15.000000,0.000000,0.000000,0.000000,0.05340995,0.01465641,0.4821,0.00000000
8.874550,239.577827,15.000000,0.000000,0.000000,0.000000,0.05343806,0.01466633,0.4824,0.00000000
8.879550,239.576027,15.000000,0.000000,0.000000,0.000000,0.05346617,0.01467624,0.4826,0.00000000
8.884550,239.574227,15.000000,0.000000,0.000000,0.000000,0.05349427,0.01468616,0.4829,0.00000000
8.889550,239.572427,15.000000,0.000000,0.000000,0.000000,0.05352237,0.01469608,0.4831,0.00000000
8.894550,239.570628,15.000000,0.000000,0.000000,0.000000,0.05355047,0.01470599,0.4834,0.00000000
8.899550,239.568828,15.000000,0.000000,0.000000,0.000000,0.05357857,0.01471591,0.4836,0.00000000
8.904550,239.567029,15.000000,0.000000,0.000000,0.000000,0.05360667,0.01472582,0.4839,0.00000000
8.909550,239.565230,15.000000,0.000000,0.000000,0.000000,0.05363476,0.01473574,0.4842,0.00000000
8.914550,239.563431,15.000000,0.000000,0.000000,0.000000,0.05366285,0.01474565,0.4844,0.00000000
8.919550,239.561632,15.000000,0.000000,0.000000,0.000000,0.05369094,0.01475557,0.4847,0.00000000
8.924550,239.559833,15.000000,0.000000,0.000000,0.000000,0.05371903,0.01476548,0.4849,0.00000000
8.929550,239.558035,15.000000,0.000000,0.000000,0.000000,0.05374711,0.01477539,0.4852,0.00000000
8.934550,239.556237,15.000000,0.000000,0.000000,0.000000,0.05377519,0.01478531,0.4854,0.00000000
8.939550,239.554438,15.000000,0.000000,0.000000,0.000000,0.05380327,0.01479522,0.4857,0.00000000
8.944550,239.552640,15.000000,0.000000,0.000000,0.000000,0.05383135,0.01480513,0.4859,0.00000000
8.949550,239.550842,15.000000,0.000000,0.000000,0.000000,0.05385943,0.01481505,0.4862,0.00000000
8.954550,239.549044,15.000000,0.000000,0.000000,0.000000,0.05388750,0.01482496,0.4864,0.00000000
8.959550,239.547247,15.000000,0.000000,0.000000,0.000000,0.05391557,0.01483487,0.4867,0.00000000
8.964550,239.545449,15.000000,0.000000,0.000000,0.000000,0.05394364,0.01484478,0.4869,0.00000000
8.969550,239.543652,15.000000,0.000000,0.000000,0.000000,0.05397170,0.01485469,0.4872,0.00000000
8.974550,239.541855,15.000000,0.000000,0.000000,0.000000,0.05399977,0.01486460,0.4874,0.00000000
8.979550,239.540058,15.000000,0.000000,0.000000,0.000000,0.05402783,0.01487452,0.4877,0.00000000
8.984550,239.538261,15.000000,0.000000,0.000000,0.000000,0.05405589,0.01488443,0.4880,0.00000000
8.989550,239.536464,15.000000,0.000000,0.000000,0.000000,0.05408395,0.01489434,0.4882,0.00000000
8.994550,239.534668,15.000000,0.000000,0.000000,0.000000,0.05411200,0.01490425,0.4885,0.00000000
8.999550,239.532871,15.000000,0.000000,0.000000,0.000000,0.05414005,0.01491415,0.4887,0.00000000
9.004550,239.531075,15.000000,0.000000,0.000000,0.000000,0.05416810,0.01492406,0.4890,0.00000000
9.009550,239.529279,15.000000,0.000000,0.000000,0.000000,0.05419615,0.01493397,0.4892,0.00000000
9.014550,239.527483,15.000000,0.000000,0.000000,0.000000,0.05422419,0.01494388,0.4895,0.00000000
9.019550,239.525687,15.000000,0.000000,0.000000,0.000000,0.05425224,0.01495379,0.4897,0.00000000
9.024550,239.523891,15.000000,0.000000,0.000000,0.000000,0.05428028,0.01496370,0.4900,0.00000000
9.029550,239.522095,15.000000,0.000000,0.000000,0.000000,0.05430832,0.01497360,0.4902,0.00000000
9.034550,239.520300,15.000000,0.000000,0.000000,0.000000,0.05433635,0.01498351,0.4905,0.00000000
9.039550,239.518505,15.000000,0.000000,0.000000,0.000000,0.05436439,0.01499342,0.4907,0.00000000
9.044550,239.516710,15.000000,0.000000,0.000000,0.000000,0.05439242,0.01500332,0.4910,0.00000000
9.049550,239.514915,15.000000,0.000000,0.000000,0.000000,0.05442045,0.01501323,0.4912,0.00000000
9.054550,239.513120,15.000000,0.000000,0.000000,0.000000,0.05444847,0.01502314,0.4915,0.00000000
9.059550,239.511325,15.000000,0.000000,0.000000,0.000000,0.05447650,0.01503304,0.4918,0.00000000
9.064550,239.509531,15.000000,0.000000,0.000000,0.000000,0.05450452,0.01504295,0.4920,0.00000000
9.069550,239.507736,15.000000,0.000000,0.000000,0.000000,0.05453254,0.01505285,0.4923,0.00000000
9.074550,239.505942,15.000000,0.000000,0.000000,0.000000,0.05456056,0.01506276,0.4925,0.00000000
9.079550,239.504148,15.000000,0.000000,0.000000,0.000000,0.05458857,0.01507266,0.4928,0.00000000
9.084550,239.502354,15.000000,0.000000,0.000000,0.000000,0.05461659,0.01508256,0.4930,0.00000000
9.089550,239.500560,15.000000,0.000000,0.000000,0.000000,0.05464460,0.01509247,0.4933,0.00000000
9.094550,239.498766,15.000000,0.000000,0.000000,0.000000,0.05467260,0.01510237,0.4935,0.00000000
9.099550,239.496973,15.000000,0.000000,0.000000,0.000000,0.05470061,0.01511227,0.4938,0.00000000
9.104550,239.495180,15.000000,0.000000,0.000000,0.000000,0.05472861,0.01512218,0.4940,0.00000000
9.109550,239.493386,15.000000,0.000000,0.000000,0.000000,0.05475662,0.01513208,0.4943,0.00000000
9.114550,239.491593,15.000000,0.000000,0.000000,0.000000,0.05478462,0.01514198,0.4945,0.00000000
9.119550,239.489800,15.000000,0.000000,0.000000,0.000000,0.05481261,0.01515188,0.4948,0.00000000
9.124550,239.488008,15.000000,0.000000,0.000000,0.000000,0.05484061,0.01516178,0.4950,0.00000000
9.129550,239.486215,15.000000,0.000000,0.000000,0.000000,0.05486860,0.01517168,0.4953,0.00000000
9.134550,239.484422,15.000000,0.000000,0.000000,0.000000,0.05489659,0.01518158,0.4955,0.00000000
9.139550,239.482630,15.000000,0.000000,0.000000,0.000000,0.05492458,0.01519148,0.4958,0.00000000
9.144550,239.480838,15.000000,0.000000,0.000000,0.000000,0.05495256,0.01520138,0.4960,0.00000000
9.149550,239.479046,15.000000,0.000000,0.000000,0.000000,0.05498055,0.01521128,0.4963,0.00000000
9.154550,239.477254,15.000000,0.000000,0.000000,0.000000,0.05500853,0.01522118,0.4966,0.00000000
9.159550,239.475462,15.000000,0.000000,0.000000,0.000000,0.05503650,0.01523108,0.4968,0.00000000
9.164550,239.473671,15.000000,0.000000,0.000000,0.000000,0.05506448,0.01524098,0.4971,0.00000000
9.169550,239.471879,15.000000,0.000000,0.000000,0.000000,0.05509245,0.01525088,0.4973,0.00000000
9.174550,239.470088,15.000000,0.000000,0.000000,0.000000,0.05512043,0.01526077,0.4976,0.00000000
9.179550,239.468297,15.000000,0.000000,0.000000,0.000000,0.05514840,0.01527067,0.4978,0.00000000
9.184550,239.466506,15.000000,0.000000,0.000000,0.000000,0.05517636,0.01528057,0.4981,0.00000000
9.189550,239.464715,15.000000,0.000000,0.000000,0.000000,0.05520433,0.01529046,0.4983,0.00000000
9.194550,239.462924,15.000000,0.000000,0.000000,0.000000,0.05523229,0.01530036,0.4986,0.00000000
9.199550,239.461134,15.000000,0.000000,0.000000,0.000000,0.05526025,0.01531025,0.4988,0.00000000
9.204550,239.459343,15.000000,0.000000,0.000000,0.000000,0.05528821,0.01532015,0.4991,0.00000000
9.209550,239.457553,15.000000,0.000000,0.000000,0.000000,0.05531616,0.01533004,0.4993,0.00000000
9.214550,239.455763,15.000000,0.000000,0.000000,0.000000,0.05534412,0.01533994,0.4996,0.00000000
9.219550,239.453973,15.000000,0.000000,0.000000,0.000000,0.05537207,0.01534983,0.4998,0.00000000
9.224550,239.452183,15.000000,0.000000,0.000000,0.000000,0.05540002,0.01535973,0.5001,0.00000000
9.229550,239.450393,15.000000,0.000000,0.000000,0.000000,0.05542796,0.01536962,0.5003,0.00000000
9.234550,239.448604,15.000000,0.000000,0.000000,0.000000,0.05545591,0.01537951,0.5006,0.00000000
9.239550,239.446814,15.000000,0.000000,0.000000,0.000000,0.05548385,0.01538941,0.5008,0.00000000
9.244550,239.445025,15.000000,0.000000,0.000000,0.000000,0.05551179,0.01539930,0.5011,0.00000000
9.249550,239.443236,15.000000,0.000000,0.000000,0.000000,0.05553972,0.01540919,0.5013,0.00000000
9.254550,239.441447,15.000000,0.000000,0.000000,0.000000,0.05556766,0.01541908,0.5016,0.00000000
9.259550,239.439658,15.000000,0.000000,0.000000,0.000000,0.05559559,0.01542897,0.5019,0.00000000
9.264550,239.437870,15.000000,0.000000,0.000000,0.000000,0.05562352,0.01543886,0.5021,0.00000000
9.269550,239.436081,15.000000,0.000000,0.000000,0.000000,0.05565145,0.01544875,0.5024,0.00000000
9.274550,239.434293,15.000000,0.000000,0.000000,0.000000,0.05567937,0.01545864,0.5026,0.00000000
9.279550,239.432505,15.000000,0.000000,0.000000,0.000000,0.05570730,0.01546853,0.5029,0.00000000
9.284550,239.430717,15.000000,0.000000,0.000000,0.000000,0.05573522,0.01547842,0.5031,0.00000000
9.289550,239.428929,15.000000,0.000000,0.000000,0.000000,0.05576314,0.01548831,0.5034,0.00000000
9.294550,239.427141,15.000000,0.000000,0.000000,0.000000,0.05579105,0.01549820,0.5036,0.00000000
9.299550,239.425353,15.000000,0.000000,0.000000,0.000000,0.05581897,0.01550809,0.5039,0.00000000
9.304550,239.423566,15.000000,0.000000,0.000000,0.000000,0.05584688,0.01551798,0.5041,0.00000000
9.309550,239.421778,15.000000,0.000000,0.000000,0.000000,0.05587479,0.01552786,0.5044,0.00000000
9.314550,239.419991,15.000000,0.000000,0.000000,0.000000,0.05590270,0.01553775,0.5046,0.00000000
9.319550,239.418204,15.000000,0.000000,0.000000,0.000000,0.05593060,0.01554764,0.5049,0.00000000
9.324550,239.416417,15.000000,0.000000,0.000000,0.000000,0.05595850,0.01555752,0.5051,0.00000000
9.329550,239.414631,15.000000,0.000000,0.000000,0.000000,0.05598640,0.01556741,0.5054,0.00000000
9.334550,239.412844,15.000000,0.000000,0.000000,0.000000,0.05601430,0.01557729,0.5056,0.00000000
9.339550,239.411058,15.000000,0.000000,0.000000,0.000000,0.05604220,0.01558718,0.5059,0.00000000
9.344550,239.409271,15.000000,0.000000,0.000000,0.000000,0.05607009,0.01559706,0.5061,0.00000000
9.349550,239.407485,15.000000,0.000000,0.000000,0.000000,0.05609798,0.01560695,0.5064,0.00000000
9.354550,239.405699,15.000000,0.000000,0.000000,0.000000,0.05612587,0.01561683,0.5066,0.00000000
9.359550,239.403913,15.000000,0.000000,0.000000,0.000000,0.05615376,0.01562672,0.5069,0.00000000
9.364550,239.402128,15.000000,0.000000,0.000000,0.000000,0.05618164,0.01563660,0.5071,0.00000000
9.369550,239.400342,15.000000,0.000000,0.000000,0.000000,0.05620952,0.01564648,0.5074,0.00000000
9.374550,239.398557,15.000000,0.000000,0.000000,0.000000,0.05623740,0.01565636,0.5076,0.00000000
9.379550,239.396771,15.000000,0.000000,0.000000,0.000000,0.05626528,0.01566625,0.5079,0.00000000
9.384550,239.394986,15.000000,0.000000,0.000000,0.000000,0.05629316,0.01567613,0.5081,0.00000000
9.389550,239.393201,15.000000,0.000000,0.000000,0.000000,0.05632103,0.01568601,0.5084,0.00000000
9.394550,239.391417,15.000000,0.000000,0.000000,0.000000,0.05634890,0.01569589,0.5087,0.00000000
9.399550,239.389632,15.000000,0.000000,0.000000,0.000000,0.05637677,0.01570577,0.5089,0.00000000
9.404550,239.387847,15.000000,0.000000,0.000000,0.000000,0.05640463,0.01571565,0.5092,0.00000000
9.409550,239.386063,15.000000,0.000000,0.000000,0.000000,0.05643250,0.01572553,0.5094,0.00000000
9.414550,239.384279,15.000000,0.000000,0.000000,0.000000,0.05646036,0.01573541,0.5097,0.00000000
9.419550,239.382495,15.000000,0.000000,0.000000,0.000000,0.05648822,0.01574528,0.5099,0.00000000
9.424550,239.380711,15.000000,0.000000,0.000000,0.000000,0.05651607,0.01575516,0.5102,0.00000000
9.429550,239.378927,15.000000,0.000000,0.000000,0.000000,0.05654393,0.01576504,0.5104,0.00000000
9.434550,239.377143,15.000000,0.000000,0.000000,0.000000,0.05657178,0.01577492,0.5107,0.00000000
9.439550,239.375360,15.000000,0.000000,0.000000,0.000000,0.05659963,0.01578479,0.5109,0.00000000
9.444550,239.373576,15.000000,0.000000,0.000000,0.000000,0.05662748,0.01579467,0.5112,0.00000000
9.449550,239.371793,15.000000,0.000000,0.000000,0.000000,0.05665532,0.01580455,0.5114,0.00000000
9.454550,239.370010,15.000000,0.000000,0.000000,0.000000,0.05668316,0.01581442,0.5117,0.00000000
9.459550,239.368227,15.000000,0.000000,0.000000,0.000000,0.05671100,0.01582430,0.5119,0.00000000
9.464550,239.366445,15.000000,0.000000,0.000000,0.000000,0.05673884,0.01583417,0.5122,0.00000000
9.469550,239.364662,15.000000,0.000000,0.000000,0.000000,0.05676668,0.01584405,0.5124,0.00000000
9.474550,239.362879,15.000000,0.000000,0.000000,0.000000,0.05679451,0.01585392,0.5127,0.00000000
9.479550,239.361097,15.000000,0.000000,0.000000,0.000000,0.05682234,0.01586379,0.5129,0.00000000
9.484550,239.359315,15.000000,0.000000,0.000000,0.000000,0.05685017,0.01587367,0.5132,0.00000000
9.489550,239.357533,15.000000,0.000000,0.000000,0.000000,0.05687800,0.01588354,0.5134,0.00000000
9.494550,239.355751,15.000000,0.000000,0.000000,0.000000,0.05690582,0.01589341,0.5137,0.00000000
9.499550,239.353969,15.000000,0.000000,0.000000,0.000000,0.05693365,0.01590328,0.5139,0.00000000
9.504550,239.352188,15.000000,0.000000,0.000000,0.000000,0.05696146,0.01591316,0.5142,0.00000000
9.509550,239.350406,15.000000,0.000000,0.000000,0.000000,0.05698928,0.01592303,0.5144,0.00000000
9.514550,239.348625,15.000000,0.000000,0.000000,0.000000,0.05701710,0.01593290,0.5147,0.00000000
9.519550,239.346844,15.000000,0.000000,0.000000,0.000000,0.05704491,0.01594277,0.5149,0.00000000
9.524550,239.345063,15.000000,0.000000,0.000000,0.000000,0.05707272,0.01595264,0.5152,0.00000000
9.529550,239.343282,15.000000,0.000000,0.000000,0.000000,0.05710053,0.01596251,0.5154,0.00000000
9.534550,239.341501,15.000000,0.000000,0.000000,0.000000,0.05712834,0.01597238,0.5157,0.00000000
9.539550,239.339721,15.000000,0.000000,0.000000,0.000000,0.05715614,0.01598224,0.5159,0.00000000
9.544550,239.337940,15.000000,0.000000,0.000000,0.000000,0.05718394,0.01599211,0.5162,0.00000000
9.549550,239.336160,15.000000,0.000000,0.000000,0.000000,0.05721174,0.01600198,0.5164,0.00000000
9.554550,239.334380,15.000000,0.000000,0.000000,0.000000,0.05723954,0.01601185,0.5167,0.00000000
9.559550,239.332600,15.000000,0.000000,0.000000,0.000000,0.05726733,0.01602171,0.5169,0.00000000
9.564550,239.330820,15.000000,0.000000,0.000000,0.000000,0.05729512,0.01603158,0.5172,0.00000000
9.569550,239.329041,15.000000,0.000000,0.000000,0.000000,0.05732291,0.01604144,0.5174,0.00000000
9.574550,239.327261,15.000000,0.000000,0.000000,0.000000,0.05735070,0.01605131,0.5177,0.00000000
9.579550,239.325482,15.000000,0.000000,0.000000,0.000000,0.05737849,0.01606118,0.5179,0.00000000
9.584550,239.323703,15.000000,0.000000,0.000000,0.000000,0.05740627,0.01607104,0.5182,0.00000000
9.589550,239.321923,15.000000,0.000000,0.000000,0.000000,0.05743405,0.01608090,0.5184,0.00000000
9.594550,239.320145,15.000000,0.000000,0.000000,0.000000,0.05746183,0.01609077,0.5187,0.00000000
9.599550,239.318366,15.000000,0.000000,0.000000,0.000000,0.05748960,0.01610063,0.5189,0.00000000
9.604550,239.316587,15.000000,0.000000,0.000000,0.000000,0.05751738,0.01611049,0.5192,0.00000000
9.609550,239.314809,15.000000,0.000000,0.000000,0.000000,0.05754515,0.01612036,0.5195,0.00000000
9.614550,239.313030,15.000000,0.000000,0.000000,0.000000,0.05757292,0.01613022,0.5197,0.00000000
9.619550,239.311252,15.000000,0.000000,0.000000,0.000000,0.05760069,0.01614008,0.5200,0.00000000
9.624550,239.309474,15.000000,0.000000,0.000000,0.000000,0.05762845,0.01614994,0.5202,0.00000000
9.629550,239.307696,15.000000,0.000000,0.000000,0.000000,0.05765621,0.01615980,0.5205,0.00000000
9.634550,239.305918,15.000000,0.000000,0.000000,0.000000,0.05768397,0.01616966,0.5207,0.00000000
9.639550,239.304141,15.000000,0.000000,0.000000,0.000000,0.05771173,0.01617952,0.5210,0.00000000
9.644550,239.302363,15.000000,0.000000,0.000000,0.000000,0.05773949,0.01618938,0.5212,0.00000000
9.649550,239.300586,15.000000,0.000000,0.000000,0.000000,0.05776724,0.01619924,0.5215,0.00000000
9.654550,239.298809,15.000000,0.000000,0.000000,0.000000,0.05779499,0.01620909,0.5217,0.00000000
9.659550,239.297032,15.000000,0.000000,0.000000,0.000000,0.05782274,0.01621895,0.5220,0.00000000
9.664550,239.295255,15.000000,0.000000,0.000000,0.000000,0.05785048,0.01622881,0.5222,0.00000000
9.669550,239.293478,15.000000,0.000000,0.000000,0.000000,0.05787823,0.01623867,0.5225,0.00000000
9.674550,239.291702,15.000000,0.000000,0.000000,0.000000,0.05790597,0.01624852,0.5227,0.00000000
9.679550,239.289925,15.000000,0.000000,0.000000,0.000000,0.05793371,0.01625838,0.5230,0.00000000
9.684550,239.288149,15.000000,0.000000,0.000000,0.000000,0.05796145,0.01626823,0.5232,0.00000000
9.689550,239.286373,15.000000,0.000000,0.000000,0.000000,0.05798918,0.01627809,0.5235,0.00000000
9.694550,239.284597,15.000000,0.000000,0.000000,0.000000,0.05801691,0.01628794,0.5237,0.00000000
9.699550,239.282821,15.000000,0.000000,0.000000,0.000000,0.05804464,0.01629780,0.5240,0.00000000
9.704550,239.281045,15.000000,0.000000,0.000000,0.000000,0.05807237,0.01630765,0.5242,0.00000000
9.709550,239.279270,15.000000,0.000000,0.000000,0.000000,0.05810010,0.01631750,0.5245,0.00000000
9.714550,239.277494,15.000000,0.000000,0.000000,0.000000,0.05812782,0.01632736,0.5247,0.00000000
9.719550,239.275719,15.000000,0.000000,0.000000,0.000000,0.05815554,0.01633721,0.5250,0.00000000
9.724550,239.273944,15.000000,0.000000,0.000000,0.000000,0.05818326,0.01634706,0.5252,0.00000000
9.729550,239.272169,15.000000,0.000000,0.000000,0.000000,0.05821098,0.01635691,0.5255,0.00000000
9.734550,239.270394,15.000000,0.000000,0.000000,0.000000,0.05823869,0.01636676,0.5257,0.00000000
9.739550,239.268620,15.000000,0.000000,0.000000,0.000000,0.05826640,0.01637661,0.5260,0.00000000
9.744550,239.266845,15.000000,0.000000,0.000000,0.000000,0.05829411,0.01638646,0.5262,0.00000000
9.749550,239.265071,15.000000,0.000000,0.000000,0.000000,0.05832182,0.01639631,0.5265,0.00000000
9.754550,239.263296,15.000000,0.000000,0.000000,0.000000,0.05834952,0.01640616,0.5267,0.00000000
9.759550,239.261522,15.000000,0.000000,0.000000,0.000000,0.05837723,0.01641601,0.5270,0.00000000
9.764550,239.259748,15.000000,0.000000,0.000000,0.000000,0.05840493,0.01642586,0.5272,0.00000000
9.769550,239.257975,15.000000,0.000000,0.000000,0.000000,0.05843263,0.01643571,0.5275,0.00000000
9.774550,239.256201,15.000000,0.000000,0.000000,0.000000,0.05846032,0.01644555,0.5277,0.00000000
9.779550,239.254428,15.000000,0.000000,0.000000,0.000000,0.05848801,0.01645540,0.5280,0.00000000
9.784550,239.252654,15.000000,0.000000,0.000000,0.000000,0.05851571,0.01646524,0.5282,0.00000000
9.789550,239.250881,15.000000,0.000000,0.000000,0.000000,0.05854339,0.01647509,0.5285,0.00000000
9.794550,239.249108,15.000000,0.000000,0.000000,0.000000,0.05857108,0.01648494,0.5287,0.00000000
9.799550,239.247335,15.000000,0.000000,0.000000,0.000000,0.05859877,0.01649478,0.5290,0.00000000
9.804550,239.245562,15.000000,0.000000,0.000000,0.000000,0.05862645,0.01650462,0.5292,0.00000000
9.809550,239.243790,15.000000,0.000000,0.000000,0.000000,0.05865413,0.01651447,0.5295,0.00000000
9.814550,239.242017,15.000000,0.000000,0.000000,0.000000,0.05868180,0.01652431,0.5297,0.00000000
9.819550,239.240245,15.000000,0.000000,0.000000,0.000000,0.05870948,0.01653415,0.5300,0.00000000
9.824550,239.238473,15.000000,0.000000,0.000000,0.000000,0.05873715,0.01654400,0.5302,0.00000000
9.829550,239.236701,15.000000,0.000000,0.000000,0.000000,0.05876482,0.01655384,0.5305,0.00000000
9.834550,239.234929,15.000000,0.000000,0.000000,0.000000,0.05879249,0.01656368,0.5307,0.00000000
9.839550,239.233157,15.000000,0.000000,0.000000,0.000000,0.05882016,0.01657352,0.5310,0.00000000
9.844550,239.231386,15.000000,0.000000,0.000000,0.000000,0.05884782,0.01658336,0.5312,0.00000000
9.849550,239.229614,15.000000,0.000000,0.000000,0.000000,0.05887548,0.01659320,0.5315,0.00000000
9.854550,239.227843,15.000000,0.000000,0.000000,0.000000,0.05890314,0.01660304,0.5317,0.00000000
9.859550,239.226072,15.000000,0.000000,0.000000,0.000000,0.05893080,0.01661288,0.5320,0.00000000
9.864550,239.224301,15.000000,0.000000,0.000000,0.000000,0.05895845,0.01662272,0.5322,0.00000000
9.869550,239.222530,15.000000,0.000000,0.000000,0.000000,0.05898610,0.01663255,0.5325,0.00000000
9.874550,239.220759,15.000000,0.000000,0.000000,0.000000,0.05901375,0.01664239,0.5327,0.00000000
9.879550,239.218989,15.000000,0.000000,0.000000,0.000000,0.05904140,0.01665223,0.5330,0.00000000
9.884550,239.217218,15.000000,0.000000,0.000000,0.000000,0.05906905,0.01666206,0.5332,0.00000000
9.889550,239.215448,15.000000,0.000000,0.000000,0.000000,0.05909669,0.01667190,0.5335,0.00000000
9.894550,239.213678,15.000000,0.000000,0.000000,0.000000,0.05912433,0.01668174,0.5337,0.00000000
9.899550,239.211908,15.000000,0.000000,0.000000,0.000000,0.05915197,0.01669157,0.5340,0.00000000
9.904550,239.210138,15.000000,0.000000,0.000000,0.000000,0.05917960,0.01670141,0.5342,0.00000000
9.909550,239.208369,15.000000,0.000000,0.000000,0.000000,0.05920724,0.01671124,0.5345,0.00000000
9.914550,239.206599,15.000000,0.000000,0.000000,0.000000,0.05923487,0.01672107,0.5347,0.00000000
9.919550,239.204830,15.000000,0.000000,0.000000,0.000000,0.05926250,0.01673091,0.5350,0.00000000
9.924550,239.203060,15.000000,0.000000,0.000000,0.000000,0.05929012,0.01674074,0.5352,0.00000000
9.929550,239.201291,15.000000,0.000000,0.000000,0.000000,0.05931775,0.01675057,0.5355,0.00000000
9.934550,239.199522,15.000000,0.000000,0.000000,0.000000,0.05934537,0.01676040,0.5357,0.00000000
9.939550,239.197754,15.000000,0.000000,0.000000,0.000000,0.05937299,0.01677023,0.5360,0.00000000
9.944550,239.195985,15.000000,0.000000,0.000000,0.000000,0.05940061,0.01678006,0.5362,0.00000000
9.949550,239.194217,15.000000,0.000000,0.000000,0.000000,0.05942822,0.01678989,0.5364,0.00000000
9.954550,239.192448,15.000000,0.000000,0.000000,0.000000,0.05945584,0.01679972,0.5367,0.00000000
9.959550,239.190680,15.000000,0.000000,0.000000,0.000000,0.05948345,0.01680955,0.5369,0.00000000
9.964550,239.188912,15.000000,0.000000,0.000000,0.000000,0.05951106,0.01681938,0.5372,0.00000000
9.969550,239.187144,15.000000,0.000000,0.000000,0.000000,0.05953866,0.01682921,0.5374,0.00000000
9.974550,239.185376,15.000000,0.000000,0.000000,0.000000,0.05956627,0.01683903,0.5377,0.00000000
9.979550,239.183609,15.000000,0.000000,0.000000,0.000000,0.05959387,0.01684886,0.5379,0.00000000
9.984550,239.181841,15.000000,0.000000,0.000000,0.000000,0.05962147,0.01685869,0.5382,0.00000000
9.989550,239.180074,15.000000,0.000000,0.000000,0.000000,0.05964906,0.01686851,0.5384,0.00000000
9.994550,239.178307,15.000000,0.000000,0.000000,0.000000,0.05967666,0.01687834,0.5387,0.00000000
9.999550,239.176540,15.000000,0.000000,0.000000,0.000000,0.05970425,0.01688816,0.5389,0.00000000
10.004550,239.174773,15.000000,0.000000,0.000000,0.000000,0.05973184,0.01689799,0.5392,0.00000000
10.009550,239.173006,15.000000,0.000000,0.000000,0.000000,0.05975943,0.01690781,0.5394,0.00000000
10.014550,239.171240,15.000000,0.000000,0.000000,0.000000,0.05978701,0.01691763,0.5397,0.00000000
10.019550,239.169473,15.000000,0.000000,0.000000,0.000000,0.05981460,0.01692746,0.5399,0.00000000
10.024550,239.167707,15.000000,0.000000,0.000000,0.000000,0.05984218,0.01693728,0.5402,0.00000000
10.029550,239.165941,15.000000,0.000000,0.000000,0.000000,0.05986976,0.01694710,0.5404,0.00000000
10.034550,239.164175,15.000000,0.000000,0.000000,0.000000,0.05989733,0.01695692,0.5407,0.00000000
10.039550,239.162409,15.000000,0.000000,0.000000,0.000000,0.05992491,0.01696674,0.5409,0.00000000
10.044550,239.160643,15.000000,0.000000,0.000000,0.000000,0.05995248,0.01697656,0.5412,0.00000000
10.049550,239.158878,15.000000,0.000000,0.000000,0.000000,0.05998005,0.01698638,0.5414,0.00000000
10.054550,239.157112,15.000000,0.000000,0.000000,0.000000,0.06000762,0.01699620,0.5417,0.00000000
10.059550,239.155347,15.000000,0.000000,0.000000,0.000000,0.06003518,0.01700602,0.5419,0.00000000
10.064550,239.153582,15.000000,0.000000,0.000000,0.000000,0.06006274,0.01701584,0.5422,0.00000000
10.069550,239.151817,15.000000,0.000000,0.000000,0.000000,0.06009030,0.01702566,0.5424,0.00000000
10.074550,239.150052,15.000000,0.000000,0.000000,0.000000,0.06011786,0.01703547,0.5427,0.00000000
10.079550,239.148288,15.000000,0.000000,0.000000,0.000000,0.06014542,0.01704529,0.5429,0.00000000
10.084550,239.146523,15.000000,0.000000,0.000000,0.000000,0.06017297,0.01705511,0.5432,0.00000000
10.089550,239.144759,15.000000,0.000000,0.000000,0.000000,0.06020052,0.01706492,0.5434,0.00000000
10.094550,239.142994,15.000000,0.000000,0.000000,0.000000,0.06022807,0.01707474,0.5437,0.00000000
